Region;Technology;Material;Scenario;Unit;2020;2030;2050
EU;Li-ion batteries (e-mobility);Al;LDS;t/yr;51954;469266;733107
EU;Li-ion batteries (e-mobility);Al;HDS;t/yr;51954;632777;946736
EU;Li-ion batteries (e-mobility);Co;LDS;t/yr;7959;37138;27601
EU;Li-ion batteries (e-mobility);Co;HDS;t/yr;7959;49217;28625
EU;Li-ion batteries (e-mobility);Cu;LDS;t/yr;17256;164281;272471
EU;Li-ion batteries (e-mobility);Cu;HDS;t/yr;17256;230684;367976
EU;Li-ion batteries (e-mobility);Fe;LDS;t/yr;272;54459;144450
EU;Li-ion batteries (e-mobility);Fe;HDS;t/yr;272;96513;234156
EU;Li-ion batteries (e-mobility);Fluorspar;LDS;t/yr;94;987;1617
EU;Li-ion batteries (e-mobility);Fluorspar;HDS;t/yr;94;1401;2366
EU;Li-ion batteries (e-mobility);Graphite;LDS;t/yr;32658;321494;493123
EU;Li-ion batteries (e-mobility);Graphite;HDS;t/yr;32658;445687;711754
EU;Li-ion batteries (e-mobility);Li;LDS;t/yr;4758;39762;58417
EU;Li-ion batteries (e-mobility);Li;HDS;t/yr;4758;54296;81821
EU;Li-ion batteries (e-mobility);Mn;LDS;t/yr;6759;25979;19517
EU;Li-ion batteries (e-mobility);Mn;HDS;t/yr;6759;35992;19804
EU;Li-ion batteries (e-mobility);Ni;LDS;t/yr;23301;209604;275541
EU;Li-ion batteries (e-mobility);Ni;HDS;t/yr;23301;259660;369170
EU;Li-ion batteries (e-mobility);P;LDS;t/yr;643;65492;176138
EU;Li-ion batteries (e-mobility);P;HDS;t/yr;643;113511;272764
USA;Li-ion batteries (e-mobility);Al;LDS;t/yr;11812;354845;1068112
USA;Li-ion batteries (e-mobility);Al;HDS;t/yr;11812;647484;1323899
USA;Li-ion batteries (e-mobility);Co;LDS;t/yr;2045;23174;40415
USA;Li-ion batteries (e-mobility);Co;HDS;t/yr;2045;41215;39639
USA;Li-ion batteries (e-mobility);Cu;LDS;t/yr;3963;122256;397258
USA;Li-ion batteries (e-mobility);Cu;HDS;t/yr;3963;229245;513708
USA;Li-ion batteries (e-mobility);Fe;LDS;t/yr;70;33983;211511
USA;Li-ion batteries (e-mobility);Fe;HDS;t/yr;70;80821;324252
USA;Li-ion batteries (e-mobility);Fluorspar;LDS;t/yr;24;616;2367
USA;Li-ion batteries (e-mobility);Fluorspar;HDS;t/yr;24;1173;3276
USA;Li-ion batteries (e-mobility);Graphite;LDS;t/yr;8240;203155;721887
USA;Li-ion batteries (e-mobility);Graphite;HDS;t/yr;8240;378245;986127
USA;Li-ion batteries (e-mobility);Li;LDS;t/yr;1186;26021;85443
USA;Li-ion batteries (e-mobility);Li;HDS;t/yr;1186;47611;113532
USA;Li-ion batteries (e-mobility);Mn;LDS;t/yr;1688;16941;28549
USA;Li-ion batteries (e-mobility);Mn;HDS;t/yr;1688;31448;27474
USA;Li-ion batteries (e-mobility);Ni;LDS;t/yr;5986;130795;403462
USA;Li-ion batteries (e-mobility);Ni;HDS;t/yr;5986;217442;511215
USA;Li-ion batteries (e-mobility);P;LDS;t/yr;109;49820;256790
USA;Li-ion batteries (e-mobility);P;HDS;t/yr;109;114462;380772
China;Li-ion batteries (e-mobility);Al;LDS;t/yr;46845;169339;1069247
China;Li-ion batteries (e-mobility);Al;HDS;t/yr;46845;167127;1384322
China;Li-ion batteries (e-mobility);Co;LDS;t/yr;8179;12869;39801
China;Li-ion batteries (e-mobility);Co;HDS;t/yr;8179;12117;41873
China;Li-ion batteries (e-mobility);Cu;LDS;t/yr;15727;59069;396777
China;Li-ion batteries (e-mobility);Cu;HDS;t/yr;15727;60272;538096
China;Li-ion batteries (e-mobility);Fe;LDS;t/yr;279;18871;208299
China;Li-ion batteries (e-mobility);Fe;HDS;t/yr;279;23760;342530
China;Li-ion batteries (e-mobility);Fluorspar;LDS;t/yr;97;342;2331
China;Li-ion batteries (e-mobility);Fluorspar;HDS;t/yr;97;345;3460
China;Li-ion batteries (e-mobility);Graphite;LDS;t/yr;32924;111679;711476
China;Li-ion batteries (e-mobility);Graphite;HDS;t/yr;32924;110208;1041149
China;Li-ion batteries (e-mobility);Li;LDS;t/yr;4734;13910;84451
China;Li-ion batteries (e-mobility);Li;HDS;t/yr;4734;13574;119679
China;Li-ion batteries (e-mobility);Mn;LDS;t/yr;6739;9081;28208
China;Li-ion batteries (e-mobility);Mn;HDS;t/yr;6739;8987;28967
China;Li-ion batteries (e-mobility);Ni;LDS;t/yr;23945;72632;397336
China;Li-ion batteries (e-mobility);Ni;HDS;t/yr;23945;63926;540032
China;Li-ion batteries (e-mobility);P;LDS;t/yr;420;23666;256532
China;Li-ion batteries (e-mobility);P;HDS;t/yr;420;29817;398867
World;Li-ion batteries (e-mobility);Al;LDS;t/yr;116221;1878655;9170223
World;Li-ion batteries (e-mobility);Al;HDS;t/yr;116221;2603386;11215260
World;Li-ion batteries (e-mobility);Co;LDS;t/yr;19078;126019;340890
World;Li-ion batteries (e-mobility);Co;HDS;t/yr;19078;170032;333731
World;Li-ion batteries (e-mobility);Cu;LDS;t/yr;38815;648595;3402267
World;Li-ion batteries (e-mobility);Cu;HDS;t/yr;38815;924952;4347246
World;Li-ion batteries (e-mobility);Fe;LDS;t/yr;651;184791;1784060
World;Li-ion batteries (e-mobility);Fe;HDS;t/yr;651;333423;2729977
World;Li-ion batteries (e-mobility);Fluorspar;LDS;t/yr;226;3351;19969
World;Li-ion batteries (e-mobility);Fluorspar;HDS;t/yr;226;4839;27580
World;Li-ion batteries (e-mobility);Graphite;LDS;t/yr;77472;1102635;6094093
World;Li-ion batteries (e-mobility);Graphite;HDS;t/yr;77472;1557545;8305236
World;Li-ion batteries (e-mobility);Li;LDS;t/yr;11208;140507;723525
World;Li-ion batteries (e-mobility);Li;HDS;t/yr;11208;195183;957089
World;Li-ion batteries (e-mobility);Mn;LDS;t/yr;15939;91522;241663
World;Li-ion batteries (e-mobility);Mn;HDS;t/yr;15939;128983;231580
World;Li-ion batteries (e-mobility);Ni;LDS;t/yr;55851;711239;3403138
World;Li-ion batteries (e-mobility);Ni;HDS;t/yr;55851;897052;4304075
World;Li-ion batteries (e-mobility);P;LDS;t/yr;1236;263560;2199735
World;Li-ion batteries (e-mobility);P;HDS;t/yr;1236;461022;3222193
EU;Li-ion batteries (ESS);Al;LDS;t/yr;1975;39623;188855
EU;Li-ion batteries (ESS);Al;HDS;t/yr;1975;62526;336547
EU;Li-ion batteries (ESS);Co;LDS;t/yr;143;3250;8707
EU;Li-ion batteries (ESS);Co;HDS;t/yr;143;4432;11577
EU;Li-ion batteries (ESS);Cu;LDS;t/yr;696;14440;70714
EU;Li-ion batteries (ESS);Cu;HDS;t/yr;696;22955;126777
EU;Li-ion batteries (ESS);Fe;LDS;t/yr;260;6928;38099
EU;Li-ion batteries (ESS);Fe;HDS;t/yr;260;12064;74222
EU;Li-ion batteries (ESS);Fluorspar;LDS;t/yr;3;64;323
EU;Li-ion batteries (ESS);Fluorspar;HDS;t/yr;3;102;564
EU;Li-ion batteries (ESS);Graphite;LDS;t/yr;1068;20954;102282
EU;Li-ion batteries (ESS);Graphite;HDS;t/yr;1068;33053;174819
EU;Li-ion batteries (ESS);Li;LDS;t/yr;133;2551;12146
EU;Li-ion batteries (ESS);Li;HDS;t/yr;133;3912;20052
EU;Li-ion batteries (ESS);Mn;LDS;t/yr;200;3098;9842
EU;Li-ion batteries (ESS);Mn;HDS;t/yr;200;4243;13161
EU;Li-ion batteries (ESS);Ni;LDS;t/yr;390;4804;27951
EU;Li-ion batteries (ESS);Ni;HDS;t/yr;390;6706;39117
EU;Li-ion batteries (ESS);P;LDS;t/yr;422;10647;57920
EU;Li-ion batteries (ESS);P;HDS;t/yr;422;18480;112657
USA;Li-ion batteries (ESS);Al;LDS;t/yr;8465;121889;433662
USA;Li-ion batteries (ESS);Al;HDS;t/yr;8465;188858;769411
USA;Li-ion batteries (ESS);Co;LDS;t/yr;611;9997;19993
USA;Li-ion batteries (ESS);Co;HDS;t/yr;611;13386;26468
USA;Li-ion batteries (ESS);Cu;LDS;t/yr;2982;44422;162378
USA;Li-ion batteries (ESS);Cu;HDS;t/yr;2982;69334;289837
USA;Li-ion batteries (ESS);Fe;LDS;t/yr;1113;21312;87486
USA;Li-ion batteries (ESS);Fe;HDS;t/yr;1113;36440;169686
USA;Li-ion batteries (ESS);Fluorspar;LDS;t/yr;14;197;741
USA;Li-ion batteries (ESS);Fluorspar;HDS;t/yr;14;309;1290
USA;Li-ion batteries (ESS);Graphite;LDS;t/yr;4577;64458;234866
USA;Li-ion batteries (ESS);Graphite;HDS;t/yr;4577;99834;399670
USA;Li-ion batteries (ESS);Li;LDS;t/yr;569;7849;27889
USA;Li-ion batteries (ESS);Li;HDS;t/yr;569;11817;45842
USA;Li-ion batteries (ESS);Mn;LDS;t/yr;858;9532;22599
USA;Li-ion batteries (ESS);Mn;HDS;t/yr;858;12814;30089
USA;Li-ion batteries (ESS);Ni;LDS;t/yr;1671;14777;64182
USA;Li-ion batteries (ESS);Ni;HDS;t/yr;1671;20255;89428
USA;Li-ion batteries (ESS);P;LDS;t/yr;1810;32753;133000
USA;Li-ion batteries (ESS);P;HDS;t/yr;1810;55817;257555
China;Li-ion batteries (ESS);Al;LDS;t/yr;3668;75609;312419
China;Li-ion batteries (ESS);Al;HDS;t/yr;3668;118150;555612
China;Li-ion batteries (ESS);Co;LDS;t/yr;265;6201;14403
China;Li-ion batteries (ESS);Co;HDS;t/yr;265;8374;19113
China;Li-ion batteries (ESS);Cu;LDS;t/yr;1292;27556;116980
China;Li-ion batteries (ESS);Cu;HDS;t/yr;1292;43376;209299
China;Li-ion batteries (ESS);Fe;LDS;t/yr;482;13220;63027
China;Li-ion batteries (ESS);Fe;HDS;t/yr;482;22797;122535
China;Li-ion batteries (ESS);Fluorspar;LDS;t/yr;6;122;534
China;Li-ion batteries (ESS);Fluorspar;HDS;t/yr;6;193;931
China;Li-ion batteries (ESS);Graphite;LDS;t/yr;1983;39984;169203
China;Li-ion batteries (ESS);Graphite;HDS;t/yr;1983;62457;288612
China;Li-ion batteries (ESS);Li;LDS;t/yr;246;4869;20092
China;Li-ion batteries (ESS);Li;HDS;t/yr;246;7393;33104
China;Li-ion batteries (ESS);Mn;LDS;t/yr;372;5913;16281
China;Li-ion batteries (ESS);Mn;HDS;t/yr;372;8017;21728
China;Li-ion batteries (ESS);Ni;LDS;t/yr;724;9167;46238
China;Li-ion batteries (ESS);Ni;HDS;t/yr;724;12672;64578
China;Li-ion batteries (ESS);P;LDS;t/yr;784;20317;95816
China;Li-ion batteries (ESS);P;HDS;t/yr;784;34920;185988
World;Li-ion batteries (ESS);Al;LDS;t/yr;16225;258405;1254434
World;Li-ion batteries (ESS);Al;HDS;t/yr;16225;401515;2231003
World;Li-ion batteries (ESS);Co;LDS;t/yr;1171;21193;57833
World;Li-ion batteries (ESS);Co;HDS;t/yr;1171;28458;76747
World;Li-ion batteries (ESS);Cu;LDS;t/yr;5715;94175;469703
World;Li-ion batteries (ESS);Cu;HDS;t/yr;5715;147405;840420
World;Li-ion batteries (ESS);Fe;LDS;t/yr;2134;45182;253068
World;Li-ion batteries (ESS);Fe;HDS;t/yr;2134;77473;492026
World;Li-ion batteries (ESS);Fluorspar;LDS;t/yr;26;417;2144
World;Li-ion batteries (ESS);Fluorspar;HDS;t/yr;26;657;3740
World;Li-ion batteries (ESS);Graphite;LDS;t/yr;8773;136651;679387
World;Li-ion batteries (ESS);Graphite;HDS;t/yr;8773;212250;1158892
World;Li-ion batteries (ESS);Li;LDS;t/yr;1090;16640;80674
World;Li-ion batteries (ESS);Li;HDS;t/yr;1090;25123;132925
World;Li-ion batteries (ESS);Mn;LDS;t/yr;1644;20207;65371
World;Li-ion batteries (ESS);Mn;HDS;t/yr;1644;27244;87247
World;Li-ion batteries (ESS);Ni;LDS;t/yr;3203;31328;185656
World;Li-ion batteries (ESS);Ni;HDS;t/yr;3203;43063;259308
World;Li-ion batteries (ESS);P;LDS;t/yr;3469;69436;384724
World;Li-ion batteries (ESS);P;HDS;t/yr;3469;118669;746813
EU;Li-ion batteries;Al;LDS;t/yr;53929;508889;921962
EU;Li-ion batteries;Al;HDS;t/yr;53929;695303;1283283
EU;Li-ion batteries;Co;LDS;t/yr;8102;40388;36308
EU;Li-ion batteries;Co;HDS;t/yr;8102;53649;40202
EU;Li-ion batteries;Cu;LDS;t/yr;17952;178721;343185
EU;Li-ion batteries;Cu;HDS;t/yr;17952;253639;494753
EU;Li-ion batteries;Fe;LDS;t/yr;532;61387;182549
EU;Li-ion batteries;Fe;HDS;t/yr;532;108577;308378
EU;Li-ion batteries;Fluorspar;LDS;t/yr;97;1051;1940
EU;Li-ion batteries;Fluorspar;HDS;t/yr;97;1503;2930
EU;Li-ion batteries;Graphite;LDS;t/yr;33726;342448;595405
EU;Li-ion batteries;Graphite;HDS;t/yr;33726;478740;886573
EU;Li-ion batteries;Li;LDS;t/yr;4891;42313;70563
EU;Li-ion batteries;Li;HDS;t/yr;4891;58208;101873
EU;Li-ion batteries;Mn;LDS;t/yr;6959;29077;29359
EU;Li-ion batteries;Mn;HDS;t/yr;6959;40235;32965
EU;Li-ion batteries;Ni;LDS;t/yr;23691;214408;303492
EU;Li-ion batteries;Ni;HDS;t/yr;23691;266366;408287
EU;Li-ion batteries;P;LDS;t/yr;1065;76139;234058
EU;Li-ion batteries;P;HDS;t/yr;1065;131991;385421
USA;Li-ion batteries;Al;LDS;t/yr;20277;476734;1501774
USA;Li-ion batteries;Al;HDS;t/yr;20277;836342;2093310
USA;Li-ion batteries;Co;LDS;t/yr;2656;33171;60408
USA;Li-ion batteries;Co;HDS;t/yr;2656;54601;66107
USA;Li-ion batteries;Cu;LDS;t/yr;6945;166678;559636
USA;Li-ion batteries;Cu;HDS;t/yr;6945;298579;803545
USA;Li-ion batteries;Fe;LDS;t/yr;1183;55295;298997
USA;Li-ion batteries;Fe;HDS;t/yr;1183;117261;493938
USA;Li-ion batteries;Fluorspar;LDS;t/yr;38;813;3108
USA;Li-ion batteries;Fluorspar;HDS;t/yr;38;1482;4566
USA;Li-ion batteries;Graphite;LDS;t/yr;12817;267613;956753
USA;Li-ion batteries;Graphite;HDS;t/yr;12817;478079;1385797
USA;Li-ion batteries;Li;LDS;t/yr;1755;33870;113332
USA;Li-ion batteries;Li;HDS;t/yr;1755;59428;159374
USA;Li-ion batteries;Mn;LDS;t/yr;2546;26473;51148
USA;Li-ion batteries;Mn;HDS;t/yr;2546;44262;57563
USA;Li-ion batteries;Ni;LDS;t/yr;7657;145572;467644
USA;Li-ion batteries;Ni;HDS;t/yr;7657;237697;600643
USA;Li-ion batteries;P;LDS;t/yr;1919;82573;389790
USA;Li-ion batteries;P;HDS;t/yr;1919;170279;638327
China;Li-ion batteries;Al;LDS;t/yr;50513;244948;1381666
China;Li-ion batteries;Al;HDS;t/yr;50513;285277;1939934
China;Li-ion batteries;Co;LDS;t/yr;8444;19070;54204
China;Li-ion batteries;Co;HDS;t/yr;8444;20491;60986
China;Li-ion batteries;Cu;LDS;t/yr;17019;86625;513757
China;Li-ion batteries;Cu;HDS;t/yr;17019;103648;747395
China;Li-ion batteries;Fe;LDS;t/yr;761;32091;271326
China;Li-ion batteries;Fe;HDS;t/yr;761;46557;465065
China;Li-ion batteries;Fluorspar;LDS;t/yr;103;464;2865
China;Li-ion batteries;Fluorspar;HDS;t/yr;103;538;4391
China;Li-ion batteries;Graphite;LDS;t/yr;34907;151663;880679
China;Li-ion batteries;Graphite;HDS;t/yr;34907;172665;1329761
China;Li-ion batteries;Li;LDS;t/yr;4980;18779;104543
China;Li-ion batteries;Li;HDS;t/yr;4980;20967;152783
China;Li-ion batteries;Mn;LDS;t/yr;7111;14994;44489
China;Li-ion batteries;Mn;HDS;t/yr;7111;17004;50695
China;Li-ion batteries;Ni;LDS;t/yr;24669;81799;443574
China;Li-ion batteries;Ni;HDS;t/yr;24669;76598;604610
China;Li-ion batteries;P;LDS;t/yr;1204;43983;352348
China;Li-ion batteries;P;HDS;t/yr;1204;64737;584855
World;Li-ion batteries;Al;LDS;t/yr;132446;2137060;10424657
World;Li-ion batteries;Al;HDS;t/yr;132446;3004901;13446263
World;Li-ion batteries;Co;LDS;t/yr;20249;147212;398723
World;Li-ion batteries;Co;HDS;t/yr;20249;198490;410478
World;Li-ion batteries;Cu;LDS;t/yr;44530;742770;3871970
World;Li-ion batteries;Cu;HDS;t/yr;44530;1072357;5187666
World;Li-ion batteries;Fe;LDS;t/yr;2785;229973;2037128
World;Li-ion batteries;Fe;HDS;t/yr;2785;410896;3222003
World;Li-ion batteries;Fluorspar;LDS;t/yr;252;3768;22113
World;Li-ion batteries;Fluorspar;HDS;t/yr;252;5496;31320
World;Li-ion batteries;Graphite;LDS;t/yr;86245;1239286;6773480
World;Li-ion batteries;Graphite;HDS;t/yr;86245;1769795;9464128
World;Li-ion batteries;Li;LDS;t/yr;12298;157147;804199
World;Li-ion batteries;Li;HDS;t/yr;12298;220306;1090014
World;Li-ion batteries;Mn;LDS;t/yr;17583;111729;307034
World;Li-ion batteries;Mn;HDS;t/yr;17583;156227;318827
World;Li-ion batteries;Ni;LDS;t/yr;59054;742567;3588794
World;Li-ion batteries;Ni;HDS;t/yr;59054;940115;4563383
World;Li-ion batteries;P;LDS;t/yr;4705;332996;2584459
World;Li-ion batteries;P;HDS;t/yr;4705;579691;3969006
EU;Fuel cells;Pt;LDS;t/yr;0,009730446;0,006634435;7,538354004
EU;Fuel cells;Pt;HDS;t/yr;0,009730444;0,005898029;10,46976379
USA;Fuel cells;Pt;LDS;t/yr;0,003348684;0,015357757;13,13249988
USA;Fuel cells;Pt;HDS;t/yr;0,003348684;0,020741477;13,73933289
China;Fuel cells;Pt;LDS;t/yr;0,000376322;0,007849182;11,27194568
China;Fuel cells;Pt;HDS;t/yr;0,000376322;0,003972683;13,18890833
World;Fuel cells;Pt;LDS;t/yr;0,076343899;0,084941292;61,06003613
World;Fuel cells;Pt;HDS;t/yr;0,076343899;0,081340237;74,05155762
EU;Electrolysers;Ir;LDS;t/yr;0,0089;1,8;2,4
EU;Electrolysers;Ir;HDS;t/yr;0,0089;2,9;9,3
EU;Electrolysers;La;LDS;t/yr;0,0012;3,8;96,7
EU;Electrolysers;La;HDS;t/yr;0,0012;5,9;381,5
EU;Electrolysers;Ni;LDS;t/yr;4,1;3313,2;8319,7
EU;Electrolysers;Ni;HDS;t/yr;4,1;5196,6;32815
EU;Electrolysers;Pd;LDS;t/yr;0,0015;1,2;1,6
EU;Electrolysers;Pd;HDS;t/yr;0,0015;1,9;6,1
EU;Electrolysers;Pt;LDS;t/yr;0,0066;1,8;2,4
EU;Electrolysers;Pt;HDS;t/yr;0,0066;2,9;9,3
EU;Electrolysers;Rh;LDS;t/yr;0,0027;0,4388;0,5652
EU;Electrolysers;Rh;HDS;t/yr;0,0027;0,6882;2,2293
EU;Electrolysers;Ru;LDS;t/yr;0,0027;0,4388;0,5652
EU;Electrolysers;Ru;HDS;t/yr;0,0027;0,6882;2,2293
EU;Electrolysers;Y;LDS;t/yr;0,0001;0,5;11,7
EU;Electrolysers;Y;HDS;t/yr;0,0001;0,7;46,3
EU;Electrolysers;Zr;LDS;t/yr;0,5;418,9;1110
EU;Electrolysers;Zr;HDS;t/yr;0,5;657,1;4378,3
USA;Electrolysers;Ir;LDS;t/yr;0,0002;1,1;2,5
USA;Electrolysers;Ir;HDS;t/yr;0,0002;4,1;8,8
USA;Electrolysers;La;LDS;t/yr;0,00002;2,9;73,6
USA;Electrolysers;La;HDS;t/yr;0,00002;10,2;263,3
USA;Electrolysers;Ni;LDS;t/yr;0,1;1856;3872
USA;Electrolysers;Ni;HDS;t/yr;0,1;6639,5;13851,3
USA;Electrolysers;Pd;LDS;t/yr;0,00003;0,8;1,6
USA;Electrolysers;Pd;HDS;t/yr;0,00003;2,7;5,8
USA;Electrolysers;Pt;LDS;t/yr;0,0001;1,1;2,5
USA;Electrolysers;Pt;HDS;t/yr;0,0001;4,1;8,8
USA;Electrolysers;Rh;LDS;t/yr;0,015;0,275;0,591
USA;Electrolysers;Rh;HDS;t/yr;0,015;0,985;2,116
USA;Electrolysers;Ru;LDS;t/yr;0,015;0,275;0,591
USA;Electrolysers;Ru;HDS;t/yr;0,015;0,985;2,116
USA;Electrolysers;Y;LDS;t/yr;0,000003;0,3;8,9
USA;Electrolysers;Y;HDS;t/yr;0,000003;1,2;32
USA;Electrolysers;Zr;LDS;t/yr;0,01;235,2;535,7
USA;Electrolysers;Zr;HDS;t/yr;0,01;841,271;1916,222
China;Electrolysers;Ir;LDS;t/yr;0,0036;0,8;2,5
China;Electrolysers;Ir;HDS;t/yr;0,0036;2,1;9,9
China;Electrolysers;La;LDS;t/yr;0;0;0
China;Electrolysers;La;HDS;t/yr;0;0;0
China;Electrolysers;Ni;LDS;t/yr;9,2;8592,9;25778,6
China;Electrolysers;Ni;HDS;t/yr;9,2;21921,5;101990,9
China;Electrolysers;Pd;LDS;t/yr;0,0006;0,5;1,6
China;Electrolysers;Pd;HDS;t/yr;0,0006;1,4;6,5
China;Electrolysers;Pt;LDS;t/yr;0,0027;0,8;2,5
China;Electrolysers;Pt;HDS;t/yr;0,0027;2,1;9,9
China;Electrolysers;Rh;LDS;t/yr;0,0011;0,2;0,6
China;Electrolysers;Rh;HDS;t/yr;0,0011;0,51;2,37
China;Electrolysers;Ru;LDS;t/yr;0,0011;0,2;0,6
China;Electrolysers;Ru;HDS;t/yr;0,0011;0,51;2,37
China;Electrolysers;Y;LDS;t/yr;0;0;0
China;Electrolysers;Y;HDS;t/yr;0;0;0
China;Electrolysers;Zr;LDS;t/yr;1,2;1080;3239,9
China;Electrolysers;Zr;HDS;t/yr;1,2;2755,2;12818,5
World;Electrolysers;Ir;LDS;t/yr;0,02;4,6;9,4
World;Electrolysers;Ir;HDS;t/yr;0,02;16,6;33,6
World;Electrolysers;La;LDS;t/yr;0,004;12,1;253,2
World;Electrolysers;La;HDS;t/yr;0,004;43,1;905,7
World;Electrolysers;Ni;LDS;t/yr;28,2;14208,1;39912,5
World;Electrolysers;Ni;HDS;t/yr;28,2;50818;142754,5
World;Electrolysers;Pd;LDS;t/yr;0,003;3,1;6,2
World;Electrolysers;Pd;HDS;t/yr;0,003;11;22,2
World;Electrolysers;Pt;LDS;t/yr;0,02;4,6;9,4
World;Electrolysers;Pt;HDS;t/yr;0,02;16,6;33,6
World;Electrolysers;Rh;LDS;t/yr;0,019;0,91;1,76
World;Electrolysers;Rh;HDS;t/yr;0,019;2,18;6,72
World;Electrolysers;Ru;LDS;t/yr;0,019;0,91;1,76
World;Electrolysers;Ru;HDS;t/yr;0,019;2,18;6,72
World;Electrolysers;Y;LDS;t/yr;0,0004;1,5;30,7
World;Electrolysers;Y;HDS;t/yr;0,0004;5,2;109,9
World;Electrolysers;Zr;LDS;t/yr;3,5;1793,8;5184,9
World;Electrolysers;Zr;HDS;t/yr;3,5;6415,7;18544,9
EU;Wind turbines;Al;LDS;t/yr;12246,87139;21916,45996;20727,14376
EU;Wind turbines;Al;HDS;t/yr;12246,87139;43521,87166;48774,56515
EU;Wind turbines;B;LDS;t/yr;13,73426465;19,88186258;9,909018708
EU;Wind turbines;B;HDS;t/yr;13,73426465;64,50386028;86,24896263
EU;Wind turbines;Balsa wood;LDS;t/yr;2679,47757;4684,635;4320,135
EU;Wind turbines;Balsa wood;HDS;t/yr;2679,47757;9835,8111;12207,1293
EU;Wind turbines;Concrete;LDS;t/yr;3517525,621;6215834,62;5809390,808
EU;Wind turbines;Concrete;HDS;t/yr;3517525,621;12777619,03;15249839,01
EU;Wind turbines;Cr;LDS;t/yr;5239,713405;9151,665463;8450,447853
EU;Wind turbines;Cr;HDS;t/yr;5239,713405;19472,13953;24662,29315
EU;Wind turbines;Cu;LDS;t/yr;19067,66676;32786,62912;29578,70374
EU;Wind turbines;Cu;HDS;t/yr;19067,66676;72612,82382;99072,59103
EU;Wind turbines;Dy;LDS;t/yr;57,29109511;87,37679152;47,30565348
EU;Wind turbines;Dy;HDS;t/yr;57,29109511;249,7710953;296,4928741
EU;Wind turbines;Fe;LDS;t/yr;187684,6339;323925,2206;296493,2916
EU;Wind turbines;Fe;HDS;t/yr;187684,6339;695396,9476;881099,005
EU;Wind turbines;Glass / carbon composites;LDS;t/yr;79864,77834;139377,8314;128476,84
EU;Wind turbines;Glass / carbon composites;HDS;t/yr;79864,77834;294733,4533;369304,548
EU;Wind turbines;Mn;LDS;t/yr;9006,958937;16298,68872;15363,33058
EU;Wind turbines;Mn;HDS;t/yr;9006,958937;33248,53433;41179,91283
EU;Wind turbines;Mo;LDS;t/yr;1038,985657;1791,928398;1640,772738
EU;Wind turbines;Mo;HDS;t/yr;1038,985657;3851,313628;4877,172018
EU;Wind turbines;Nd;LDS;t/yr;512,3570637;760,3329172;397,0063877
EU;Wind turbines;Nd;HDS;t/yr;512,3570637;2300,233115;2870,991579
EU;Wind turbines;Ni;LDS;t/yr;3456,073903;5791,177688;5308,774728
EU;Wind turbines;Ni;HDS;t/yr;3456,073903;12299,1439;14167,05359
EU;Wind turbines;Plastic;LDS;t/yr;44610,74223;77499,66187;71173,51947
EU;Wind turbines;Plastic;HDS;t/yr;44610,74223;163629,3035;203235,0227
EU;Wind turbines;Pr;LDS;t/yr;83,43826149;123,0136218;62,52611695
EU;Wind turbines;Pr;HDS;t/yr;83,43826149;387,3364694;510,3282446
EU;Wind turbines;Steel;LDS;t/yr;1193392,597;2113678,477;1963318,521
EU;Wind turbines;Steel;HDS;t/yr;1193392,597;4394168,91;5474186,739
EU;Wind turbines;Tb;LDS;t/yr;19,86575678;30,4308058;16,17692212
EU;Wind turbines;Tb;HDS;t/yr;19,86575678;86,5185724;104,7711334
EU;Wind turbines;Zn;LDS;t/yr;46454,04072;77347,12462;69014,10222
EU;Wind turbines;Zn;HDS;t/yr;46454,04072;169525,9692;211618,9223
USA;Wind turbines;Al;LDS;t/yr;20307,08602;20637,63898;25344,97059
USA;Wind turbines;Al;HDS;t/yr;20307,08602;22114,04646;27059,17852
USA;Wind turbines;B;LDS;t/yr;1,76907666;2,958748481;3,466828538
USA;Wind turbines;B;HDS;t/yr;1,76907666;10,02389235;26,18350427
USA;Wind turbines;Balsa wood;LDS;t/yr;3799,926;3893,611143;4794,134205
USA;Wind turbines;Balsa wood;HDS;t/yr;3799,926;4294,226763;5783,839518
USA;Wind turbines;Concrete;LDS;t/yr;5142292,081;5248105,167;6468040,917
USA;Wind turbines;Concrete;HDS;t/yr;5142292,081;5737705,764;7447463,613
USA;Wind turbines;Cr;LDS;t/yr;6976,664136;7159,430631;8889,703856
USA;Wind turbines;Cr;HDS;t/yr;6976,664136;8045,028517;11208,61698
USA;Wind turbines;Cu;LDS;t/yr;18625,7595;19386,25765;23971,38036
USA;Wind turbines;Cu;HDS;t/yr;18625,7595;22442,55805;34891,66594
USA;Wind turbines;Dy;LDS;t/yr;28,66551584;32,26621308;28,93566665
USA;Wind turbines;Dy;HDS;t/yr;28,66551584;54,94410925;96,68563002
USA;Wind turbines;Fe;LDS;t/yr;252423,4547;259081,5922;319739,0648
USA;Wind turbines;Fe;HDS;t/yr;252423,4547;290308,0876;403643,3639
USA;Wind turbines;Glass / carbon composites;LDS;t/yr;110199,2614;112995,4398;139552,1781
USA;Wind turbines;Glass / carbon composites;HDS;t/yr;110199,2614;125621,7479;171776,7659
USA;Wind turbines;Mn;LDS;t/yr;12591,54738;12899,65916;16094,60586
USA;Wind turbines;Mn;HDS;t/yr;12591,54738;14233,3806;19123,15142
USA;Wind turbines;Mo;LDS;t/yr;1394,995056;1431,521765;1767,939731
